specname,classification,spectral_type,forb_visual_comments,halpha_profile_comments,l6300,l6363,l6548,l6584,l6717,l6732,lamost_design_id,_RAJ2000,_DEJ2000,subclass,snru,snrg,snrr,snri,snrz,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qph,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,objID_panstarrs,Av,Av_lower,Av_upper,n(J-K),n(K-W2),(J-H)_0,(H-K)_0,(W1-W2)_0,(W2-W3)_0,e_(J-H)_0,e_(H-K)_0,(BP-RP)_0,abs_Vmag,abs_Vmag_u,abs_Vmag_l,e_absV_u,e_absV_l,Name_our,Name_unique,source_id,ra,ra_error,dec,dec_error,parallax_x,parallax_error_x,parallax_over_error,pm,pmra,pmra_error_x,pmdec_x,pmdec_error_x,ruwe,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,(B-V)_0,
spec-57742-GAC081N15M1_sp13-177.fits.gz,Be,B8,no forb,Single Peak; peak above continuum,no,maybe,no,no,no,no,LAMOST J053631.34+163226.6,84.130591,16.540734,A1V,1.93,22.18,45.48,57.94,43.35,05363134+1632266,15.311,14.742,14.527,0.04,0.051,0.072,AAA,222,0,J053631.34+163226.7,14.57,14.707,12.193,9.08,0.033,0.072,,,AAUU,,,,,,,1.27840841305949E+017,1.2605839411974,1.2605839411974,1.2605839411974,-1.63295844992506,-3.13148433982095,0.42781459858589,0.148189051116538,-0.137,2.514,0.064815121692395,0.088232647019117,,,,,,,LEMC 2284,LEMC 2284,3.39623718163317E+018,84.13059247264,0.066,16.54073846907,0.051,0.1541,0.0709,2.1738,0.532,0.324,0.085,-0.423,0.053,0.883,false,16.896309,17.361927,16.273811,1.219,1.088116,0.003075,0.008337,0.007328,4491.0254,3375.5012,5777.4604,3761.7273,3166.367,4514.5493,,
spec-55932-GAC_090N33_V2_sp07-059.fits.gz,Be,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J060608.68+313725.0,91.536171,31.623622,A2V,4.84,21.24,36.64,49.66,41.73,06060867+3137250,12.585,12.358,12.218,0.023,0.029,0.027,AAA,222,0,J060608.68+313725.1,11.985,11.786,10.913,8.513,0.023,0.023,0.131,0.41,AABC,0.72,0.012,14.01,0,14.73,0.012,1.45940915361609E+017,2.24712798039913,1.86347201960087,2.24712798039913,-2.6063479933082,-2.48177230110505,-0.024678333804701,0.020902217038845,0.199,0.872999999999999,0.037013511046644,0.039623225512318,0.007660430213476,-0.799476654128001,-0.560256387195306,-1.06526944074332,0.239220266932694,0.265792786615318,LEMC 2336,LEMC 2336,3.4503301644223E+018,91.53618092433,0.0179,31.62363301447,0.0158,0.2778,0.0205,13.533,2.163,0.384,0.021,-2.128,0.015,1.059,false,13.856538,14.248523,13.274792,1.225,0.973731,0.002784,0.003434,0.004038,3144.6067,2949.4016,3368.2,3129.3752,2860.4634,3371.876,-0.004879993677139,
spec-57659-GAC065N46B1_sp15-135.fits.gz,Be,B8,no forb,Single Peak; peak above continuum,maybe,no,no,no,no,no,LAMOST J042332.34+474408.8,65.88475,47.735778,B9,2.65,20.09,46.18,67.39,53.97,04233234+4744088,13.001,12.709,12.38,0.027,0.031,0.029,AAA,222,0,J042332.34+474408.6,12.285,12.181,11.243,8.767,0.023,0.024,0.21,,AABU,1.045,0.054,15.444,0.01,16.489,0.053,1.65280658847904E+017,2.87880303726196,2.85001589546204,2.93222781705856,-2.3705203773235,-2.82600611339222,-0.030425940173342,0.176423439025117,0.104000000000001,0.937999999999999,0.041109609582189,0.042449970553582,0.132419437187959,-0.316112639787801,0.03266758911336,-0.717939841732677,0.348780228901161,0.401827201944876,LEMC 2403_1,LEMC 2403,2.57950517417462E+017,65.88480475436,0.0249,47.73579684,0.0134,0.1734,0.0312,5.5606,1.417,0.345,0.036,-1.375,0.023,0.992,false,15.008478,15.672153,14.184833,1.292,1.487321,0.002817,0.003587,0.004363,4704.803,4220.7427,5253.5596,5117.4893,4603.1216,5705.034,0.116353858947755,
spec-57300-GAC073N44B1_sp11-127.fits.gz,Be,B8,no forb; noisy,Symmetric Double Peak; peak above continuum,no,no,no,maybe,no,no,LAMOST J045339.40+462135.3,73.414208,46.359806,A2V,5.45,19.73,22.25,21.61,21.11,04533941+4621353,14.492,14.223,14.143,0.034,0.053,0.072,AAA,222,0,J045339.44+462135.6,13.767,13.768,12.644,8.91,0.031,0.042,,,AAUU,,,,,,,1.63630734141982E+017,2.21972400653362,1.80725803625584,2.21972400653362,-2.62808941773856,-2.54848618081609,0.020390911268237,-0.037645372346282,-0.000999999999998,1.124,0.062968245965725,0.089403579346691,,,,,,,LEMC 2425,LEMC 2425,2.54626277151964E+017,73.41421981326,0.0311,46.35982253215,0.022,0.197,0.0353,5.5862,0.483,0.097,0.046,-0.473,0.037,0.97,false,15.70847,16.070467,15.15069,1.223,0.919777,0.002781,0.005223,0.004356,4303.24,3732.8472,4831.5684,4091.8516,3529.752,4707.589,,
spec-56343-GAC075N39V2_sp01-022.fits.gz,Be,B8,no forb; noisy,Single Peak; peak above continuum,no,maybe,no,no,no,no,LAMOST J050105.76+371855.7,75.274012,37.315493,A2V,5.53,19.03,23.8,16.01,16.27,05010575+3718558,12.701,12.52,12.373,0.021,0.019,0.023,AAA,222,0,J050105.76+371855.7,12.246,12.2,12.356,8.884,0.024,0.023,0.505,0.514,AACC,0.679,0.142,14.18,0.095,14.858,0.106,1.52770752740189E+017,1.56202798039913,1.46935850558281,1.58805858676434,-2.47218472792394,-2.73099598958186,0.006052866195297,0.064212517038846,0.045999999999999,-0.156000000000001,0.028319604517013,0.029832867780353,0.183837130213476,-0.089899521422068,0.16567222918864,-0.37576360085587,0.255571750610708,0.285864079433802,LEMC 2463,LEMC 2463,1.86726765508496E+017,75.27401570089,0.0163,37.31548513635,0.0099,0.306,0.0188,16.2554,2.098,0.832,0.023,-1.926,0.016,0.95,false,13.991244,14.376576,13.411946,1.226,0.96463,0.002765,0.002941,0.003834,2860.4307,2732.274,3023.9717,2826.5251,2689.0298,2994.8435,0.175120006322861,
spec-56213-GAC090N33B1_sp10-144.fits.gz,Be,B8,no forn,Single Peak; peak above continuum,maybe,no,no,no,no,no,LAMOST J054955.18+325006.9,87.479917,32.83525,A1V,2.89,17.1,22.18,36.42,31.22,05495517+3250068,13.294,12.921,12.645,0.023,0.023,0.026,AAA,222,0,J054955.17+325006.8,12.488,12.262,11.411,8.586,0.024,0.025,0.239,,AABU,1.016,0.156,15.62,0.118,16.636,0.101,1.47400874799023E+017,2.18742455248833,1.47981589546204,2.30193592813015,-2.12406183439509,-2.53564645808117,0.128008450121308,0.160066498718118,0.225999999999999,0.851000000000001,0.032526911934581,0.03471310991542,0.322586416861199,0.200586817005356,0.539717884699605,-0.188502719816495,0.339131067694248,0.389089536821851,LEMC 2577,LEMC 2577,3.45125667476918E+018,87.47989841432,0.0287,32.83524232268,0.0229,0.203,0.0306,6.6285,0.786,-0.076,0.037,-0.782,0.022,1.035,false,15.150381,15.756102,14.373785,1.276,1.382317,0.002778,0.003694,0.003988,4312.4277,3826.5498,4998.681,4338.7974,3685.2896,5485.7324,0.310379176616668,
spec-57738-GAC056N46B1_sp11-116.fits.gz,Be,B8,no forb,Single Peak; peak above continuum,maybe,no,no,no,no,no,LAMOST J034654.94+482052.2,56.728958,48.347861,B6,5.35,15.34,20.44,25.52,22.99,03465494+4820523,14.06,13.759,13.766,0.034,0.043,0.046,AAA,222,0,J034654.95+482052.1,13.52,13.304,12.005,9.107,0.025,0.03,,,AAUU,0.426,0.088,15.422,0.063,15.848,0.062,1.66010567289158E+017,1.50722003266811,1.50722003266811,1.50722003266811,-2.5123697729556,-2.37411057035153,0.132191356341172,-0.086882661731408,0.215999999999999,1.299,0.054817880294663,0.062968245965725,-0.051788750355791,-0.392083417486519,0.02225463914392,-0.843252680473487,0.41433805663044,0.451169262986967,LEMC 2699,LEMC 2699,2.48502104762402E+017,56.72896594584,0.021,48.34784655036,0.017,0.0962,0.0284,3.3916,0.117,0.058,0.029,-0.101,0.027,1.032,false,15.173101,15.50348,14.651752,1.215,0.851728,0.002777,0.003512,0.003953,6821.3223,5868.91,8018.397,5941.645,5196.2427,6667.576,-0.0602000105381,
spec-57380-HD044940N493517V01_sp03-094.fits.gz,Be,B8,no forb; unid em,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J044112.49+493536.6,70.30206,49.593522,A2V,6.69,13.4,12.25,18.71,14.35,04411248+4935367,11.574,11.408,11.322,0.024,0.031,0.023,AAA,222,0,J044112.48+493536.6,11.225,11.206,11.053,8.744,0.023,0.021,0.138,,AABU,0.563,0.119,12.822,0.085,13.385,0.084,1.67510703020243E+017,1.3408794695735,1.30647937414646,1.58848212885857,-2.533435527901,-2.77907613664699,0.01582149940777,0.014933388112603,0.019,0.153000000000001,0.039204591567825,0.038600518131238,0.1379412081452,-0.635137647767759,-0.383716078159772,-0.916867151898011,0.251421569607986,0.281729504130252,LEMC 2837,LEMC 2837,2.59316621957526E+017,70.30206258648,0.0131,49.59351862083,0.008,0.3656,0.0152,24.033,1.328,0.226,0.016,-1.308,0.01,0.891,false,12.687874,13.00993,12.186581,1.207,0.823349,0.002762,0.002873,0.003792,2580.7336,2484.3472,2702.8167,2516.972,2424.3948,2615.845,0.130458235621452,
spec-55910-GAC_078N28_B1_sp09-180.fits.gz,Be,B8,no forb; noisy,Symmetric Double Peak; peak above continuum,no,no,no,no,no,no,LAMOST J052903.88+292609.4,82.266167,29.435972,A2V,2.98,12.27,21.35,25.68,21.37,05290387+2926094,14.46,14.244,14.1,0.035,0.05,0.057,AAA,222,0,J052903.86+292608.8,13.843,13.818,11.798,8.628,0.027,0.042,,,AAUU,,,,,,,1.43320822661634E+017,1.64423990199566,1.22426900428534,1.67164403920174,-2.44323629675229,-2.60628714716451,0.031845130976486,0.056855285194232,0.025,2.02,0.061032778078669,0.07582216034907,,,,,,,LEMC 2923,LEMC 2923,3.44609989651325E+018,82.26611834742,0.035,29.43594386567,0.027,0.1282,0.0426,3.0069,0.524,0.143,0.046,-0.504,0.031,0.998,false,15.585984,15.897065,15.086954,1.211,0.810111,0.002788,0.003567,0.005325,5500.0415,4607.2803,6541.132,4724.6846,4068.9263,5798.894,,
spec-55911-B91107_sp12-009.fits.gz,Be,B8,no,Symmetric Double Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J031955.80+533856.2,49.982532,53.64895,B9,1.78,11.59,24.71,40,33.31,03195580+5338561,12.756,12.543,12.406,0.022,0.024,0.024,AAA,222,0,J031955.80+533856.1,12.231,12.162,12.343,9.152,0.024,0.022,,,AAUU,0.947,0.139,14.607,0.073,15.553,0.118,1.72370499825279E+017,2.49376390852928,2.48912797651291,2.49981240978241,-2.7058286634528,-2.73422466550795,-0.06630155775528,0.004830512847949,0.068999999999999,-0.180999999999999,0.0325576411922,0.033941125496954,0.156476840996218,-0.067941561744497,0.13438257086743,-0.289353472785603,0.202324132611928,0.221411911041105,LEMC 2958,LEMC 2958,4.46517242617374E+017,49.98253712301,0.0141,53.64892970845,0.0147,0.3658,0.0222,16.5098,1.122,0.133,0.019,-1.114,0.02,1.022,false,14.325179,14.83915,13.632834,1.248,1.206316,0.002766,0.003031,0.003851,2497.6235,2355.1616,2660.7673,2506.6829,2360.9504,2647.2937,0.142560029506684,
spec-56316-GAC118N03V2_sp02-175.fits.gz,Be*,B8,no forb,Asymmetric Double Peak; peak above continuum,no,no,no,no,no,no,LAMOST J074409.19+020131.1,116.03831,2.025315,B6,153.65,298.09,283.63,238.79,180.85,07440919+0201311,11.696,11.359,11.298,0.057,0.051,0.036,AAA,222,0,,,,,,,,,,,,,,,,,1.10431160382731E+017,0.137019991832972,0.137019991832972,0.137019991832972,-1.94394308191509,,0.321653760914705,0.053737940432854,,,0.076485292703892,0.062425956140055,,,,,,,LEMC 0116,LEMC 0116,3.08863244423089E+018,116.03831449315,0.0169,2.02527251053,0.0125,1.053,0.0201,52.5002,12.613,-0.445,0.02,-12.605,0.013,1.075,false,12.90764,13.072559,12.301497,1.359,0.771062,0.002817,0.014551,0.008258,923.36664,908.7023,939.58167,924.45435,904.8336,938.4551,,
spec-56302-GAC085N31B1_sp04-079.fits.gz,Be*,B8,no forb; unid em,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J054200.54+304956.6,85.50225,30.832389,A2V,19.03,72.41,117.65,145.06,113.72,05420054+3049567,12.949,12.736,12.593,0.023,0.022,0.025,AAA,222,0,,,,,,,,,,,,,,,,,1.4499085502274E+017,2.10783996393681,2.00049188892841,2.21972400653362,-2.58413479201929,,-0.02307807596092,0.031284481911348,,,0.031827660925679,0.033301651610694,,,,,,,LEMC 0960,LEMC 0960,3.44464936579834E+018,85.50227134824,0.025,30.83241019501,0.0185,0.2774,0.0256,10.8331,2.713,1.15,0.029,-2.457,0.017,1.087,false,14.293027,14.667725,13.722832,1.225,0.944893,0.002769,0.002982,0.003893,3166.5244,2917.7625,3482.824,3036.6685,2867.594,3247.9495,,
spec-57297-GAC075N39B3_sp04-088.fits.gz,Be*,B8,no forb; unid em,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J050121.58+391458.1,75.339922,39.249492,A2V,16.88,44.04,74.21,58.38,48.65,05012158+3914579,14.163,13.932,13.739,0.034,0.039,0.05,AAA,222,0,,,,,,,,,,,,,,,,,1.5509075339962E+017,1.89087599346638,1.80895743153095,1.91827996733189,-2.40915595913998,,0.019221888731765,0.092783572346282,,,0.051739733281106,0.063411355449951,,,,,,,LEMC 1463,LEMC 1463,1.98997040397331E+017,75.33998989994,0.0335,39.24941408224,0.0208,0.1724,0.0361,4.7754,0.502,0.342,0.043,-0.368,0.033,1.026,false,15.645968,16.099361,14.996759,1.243,1.102602,0.00278,0.003411,0.004397,4556.3813,3865.9446,5348.6963,4116.997,3528.2734,4942.166,,
spec-57652-HD195955N370234B01_sp10-204.fits.gz,Be*,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J195209.21+363234.1,298.038401,36.542818,A2V,13.92,41.66,48.82,55.64,36.59,19520921+3632341,14.673,14.53,14.42,0.045,0.068,0.082,AAA,222,0,,,,,,,,,,,,,,,,,1.51852980383442E+017,0.6851,0.575483982032537,0.6851,-2.34181021392649,,0.066268800000001,0.0736897,,,0.081541400527585,0.106526991884686,,,,,,,LEMC 1555,LEMC 1555,2.07176588716815E+018,298.03837601279,0.0176,36.54277705563,0.0199,0.0515,0.0233,2.2119,4.396,-2.028,0.025,-3.9,0.026,0.943,false,15.273747,15.422943,14.995542,1.176,0.427402,0.002781,0.003175,0.003943,11132.981,8990.515,13490.96,9314.451,7749.696,10828.6455,,
spec-57397-GAC070N40M1_sp05-104.fits.gz,Be*,B8,no forb,Symmetric Double Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J044057.64+395223.4,70.240167,39.873194,B6,7.8,38.64,49.41,62.21,39.55,04405762+3952235,15.231,15.065,14.966,0.054,,,AUU,266,0,,,,,,,,,,,,,,,,,1.55840702401238E+017,1.53462400653362,1.47981589546204,1.53462400653362,-2.56812673850759,,-0.005877888731765,0.017664927653718,,,,,,,,,,,LEMC 1641,LEMC 1641,2.02789118561644E+017,70.24010234957,0.0496,39.8732009201,0.0289,0.11,0.0534,2.0583,0.734,0.332,0.072,-0.655,0.054,1.05,false,16.438269,16.80186,15.883978,1.22,0.917883,0.002796,0.005273,0.004382,5849.7354,4584.497,7681.438,4756.095,4048.017,5690.9907,,
spec-56249-GAC079N24B1_sp06-114.fits.gz,Be*,B8,no forb,Symmetric Double Peak; peak above continuum,no,no,no,no,no,no,LAMOST J052726.15+230647.6,81.858989,23.113243,A2V,6.18,28.48,41.06,54.83,37.71,05272615+2306475,13.891,13.655,13.428,0.025,0.027,0.042,AAA,222,0,,,,,,,,,,,0.483,0.125,15.285,0.081,15.769,0.096,1.35730818589776E+017,1.56202798039913,1.56202798039913,1.56202798039913,-2.24958296946405,,0.061052866195296,0.144212517038846,,,0.036796738985948,0.04992995093128,-0.012162869786524,0.366395758306413,0.748595380989414,-0.07062891028822,0.382199622683,0.437024668594633,LEMC 1988,LEMC 1988,3.41619599773542E+018,81.85900146548,0.027,23.11324219174,0.018,0.1978,0.0332,5.9574,0.804,0.753,0.034,-0.282,0.023,1.026,false,15.049512,15.355569,14.562133,1.206,0.793436,0.002799,0.003459,0.004354,4068.3083,3719.1638,4639.9043,3806.5908,3403.3384,4390.218,-0.020879993677139,
spec-55876-GAC_089N28_B1_sp10-159.fits.gz,Be*,B8,no forb; noisy,Single Peak; peak above continuum,maybe,maybe,no,no,no,no,LAMOST J054937.87+281123.3,87.407833,28.189806,A2V,7.9,24.68,24.81,29.96,26.29,05493787+2811232,12.969,12.782,12.659,0.023,0.023,0.028,AAA,222,0,,,,,,,,,,,,,,,,,1.41820874077938E+017,1.55721547722816,1.53462400653362,1.96788943812847,-2.5004708015006,,0.012591866550447,0.040467579706907,,,0.032526911934581,0.036235341863987,,,,,,,LEMC 2165_1,LEMC 2165,3.44311692146746E+018,87.40779488744,0.0187,28.18977542498,0.0136,0.3273,0.02,16.3639,1.535,-0.502,0.025,-1.451,0.014,0.983,false,14.028799,14.301018,13.571146,1.206,0.729872,0.002775,0.002978,0.003946,2682.3943,2522.2544,2830.506,2658.4475,2543.6333,2803.0784,,
spec-56228-GAC090N26B2_sp09-021.fits.gz,Be*,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J060705.98+264108.3,91.774935,26.685661,B9,6.91,22.54,36.71,36.48,23.42,06070598+2641083,13.601,13.42,13.319,0.024,0.028,0.025,AAA,222,0,,,,,,,,,,,,,,,,,1.40020917749483E+017,1.49080577559471,1.20577599346638,1.61683592813015,-2.52740145824998,,0.014029753133392,0.02198729389348,,,0.036878177829172,0.037536648758247,,,,,,,LEMC 2269,LEMC 2269,3.43011646348189E+018,91.77493897936,0.0231,26.68565327729,0.0195,0.1345,0.0245,5.4798,0.391,0.084,0.027,-0.382,0.019,1.051,false,14.418572,14.654204,14.012615,1.196,0.641589,0.002786,0.003278,0.003938,5716.0005,4935.758,6684.6655,5031.268,4588.9463,5516.4053,,
spec-55960-GAC_101N09_V1_sp09-011.fits.gz,Be*,B8,no forb,Single Peak; peak above continuum,no,maybe,no,no,maybe,no,LAMOST J064917.48+100119.6,102.32287,10.022122,A2V,5.2,21.22,15.83,14.94,10.49,06491748+1001196,12.461,12.419,12.437,0.022,0.031,0.026,AAA,222,0,,,,,,,,,,,,,,,,,1.20021023228577E+017,0.630291970598698,0.46472539678812,0.657695985299349,-2.70353110862959,,-0.028592700707056,-0.051405474441732,,,0.038013155617497,0.040459856648288,,,,,,,LEMC 2339,LEMC 2339,3.1586437139883E+018,102.322870098,0.0182,10.02212498608,0.0167,0.2557,0.0201,12.74,0.756,-0.752,0.023,-0.087,0.021,1.119,false,12.770875,12.840444,12.627145,1.161,0.213299,0.00278,0.002885,0.003832,3408.8914,3197.4016,3695.661,3276.5486,3100.5825,3438.7107,,
spec-57688-KP035052N235741B01_sp04-156.fits.gz,Be*-onlynir,B8,no forb,Single Peak; peak above continuum,yes,no,no,maybe,maybe,no,LAMOST J034916.80+240058.8,57.320011,24.016356,B6,13.07,30.04,23.34,25.26,25.41,03491680+2400588,13.085,12.578,12.24,0.026,0.035,0.025,AAA,222,0,J034916.82+240058.5,11.958,11.769,11.831,8.929,0.024,0.024,0.348,,AABU,,,,,,,1.3682057320212E+017,0,0,0,-1.16718984048149,-2.21820102477665,0.507000000000001,0.337999999999999,0.189,-0.061999999999999,0.043600458713183,0.043011626335213,,,,,,,LEMC 1935,LEMC 1935,6.65250619846648E+016,57.32009187664,0.1353,24.01607812906,0.0752,7.5805,0.1334,56.8138,50.589,21.349,0.173,-45.863,0.097,1.206,false,16.86826,18.254799,15.152763,2.246,3.102036,0.003517,0.03555,0.01536,131.05644,128.84099,133.31407,130.0799,128.4477,132.12448,,
spec-57483-HD175314N060605V01_sp10-209.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J174657.57+052530.8,266.739899,5.425231,A2V,292.57,653.17,568.25,515.72,286.96,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14512667402871E+017,,,,,,,,,,,,,,,,,,LEMC 0008,LEMC 0008,4.47385550567655E+018,266.73995047818,0.7418,5.4252094845,0.552,,,,,,,,,,false,18.179213,,,,,0.010971,,,,,,,,,,
spec-57291-HD043958N532822V01_sp02-117.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J043327.11+512242.3,68.362983,51.37842,B6,234.39,512.63,597.79,669.68,463.23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69650683630865E+017,,,,,,,,,,,,,,,,,,LEMC 0020,LEMC 0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57439-HD054351N112420V01_sp04-119.fits.gz,Be**,B8,no forb,Symmetric Double Peak; peak below continuum,no,no,no,no,no,no,LAMOST J054420.77+110916.6,86.086554,11.154633,A1V,176.84,492.44,537.88,461.73,336.99,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21380860867246E+017,,,,,,,,,,,,,,,,,,LEMC 0022,LEMC 0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57291-HD230148N505100V01_sp09-030.fits.gz,Be**,B8,no forb; wavy,Symmetric Double Peak; peak above continuum,no,no,no,no,no,no,LAMOST J230720.05+512902.8,346.833545,51.484115,A2V,211.73,458.15,498.24,400.92,290.14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69783468333322E+017,,,,,,,,,,,,,,,,,,LEMC 0033,LEMC 0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57325-HD061129N430954V01_sp05-007.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J061234.82+414510.7,93.145096,41.752981,B6,172.01,361.1,332.42,189.37,140.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0066,LEMC 0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57378-HD032738N493559V01_sp15-189.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J032500.19+502941.2,51.250814,50.494791,A2V,131.35,352.18,443.86,454.07,352.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0073,LEMC 0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57326-HD042432N505042V01_sp03-115.fits.gz,Be**,B8,no forb,Symmetric Double Peak; peak below continuum,no,no,no,no,no,no,LAMOST J041633.53+512241.9,64.139735,51.378308,B6,159.2,346.74,323.23,246.12,182.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0075,LEMC 0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57356-HD060003S030427V01_sp12-123.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J060725.79-013941.2,91.857471,-1.66147,B6,113.04,336.78,276.4,208.38,164.32,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06000918573737E+017,,,,,,,,,,,,,,,,,,LEMC 0079,LEMC 0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57451-HD054900N243403V01_sp13-165.fits.gz,Be**,B8,no forb; unid abs,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J055557.38+252942.7,88.989096,25.495209,A2V,98.92,320.58,414.63,458.34,334.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0088,LEMC 0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57311-HD060949N025210V01_sp12-059.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J061316.65+044409.3,93.319386,4.735933,B6,77.15,309.26,388.21,460.21,347.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0101,LEMC 0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57407-HD055556N411923V01_sp02-249.fits.gz,Be**,B8,no forb,Symmetric Double Peak; peak above continuum,no,no,no,no,no,no,LAMOST J055041.87+393925.9,87.674486,39.657218,B6,144.18,286.23,293.43,165.6,129.79,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5558087674505E+017,,,,,,,,,,,,,,,,,,LEMC 0133,LEMC 0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57358-HD063739N014841V01_sp09-182.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J064203.54+022425.2,100.514761,2.407001,B9,84.76,265.72,457.09,508.6,376.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10881005147759E+017,,,,,,,,,,,,,,,,,,LEMC 0155,LEMC 0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57378-HD032738N493559V01_sp08-165.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J033031.35+490059.5,52.63064,49.016534,A2V,96.82,244.96,263.51,273.49,193.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0198,LEMC 0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57319-HD034854N505024V01_sp15-183.fits.gz,Be**,B8,no forb; unid abs,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J034713.12+512913.0,56.804687,51.486945,A1V,72.68,216.88,318.65,378.21,292.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 0245,LEMC 0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57451-HD054900N243403V01_sp11-136.fits.gz,Be**,B8,no forb; weak eia ha,Symmetric Double Peak; peak below continuum,no,no,no,no,no,no,LAMOST J054843.30+265156.2,87.180432,26.865619,A2V,49.52,140.51,194.65,216.89,153.24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40230871804909E+017,,,,,,,,,,,,,,,,,,LEMC 0447,LEMC 0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57451-HD054900N243403V01_sp07-172.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J055131.34+224130.6,87.880614,22.69186,A2V,55.97,134.98,149.94,145.22,89.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35230878807981E+017,,,,,,,,,,,,,,,,,,LEMC 0469,LEMC 0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57535-HD193711N282959V01_sp06-159.fits.gz,Be**,B8,no forb,Single Peak; peak above continuum,no,no,no,no,no,no,LAMOST J194750.90+275126.2,296.962091,27.857293,B9,47.31,109.79,130.25,103.39,62.28,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41422969623549E+017,,,,,,,,,,,,,,,,,,LEMC 0602,LEMC 0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
